Review,label
None of my photos will load even tho they have been uploaded to Dropbox for months Ever since the update none of my photos show up in Dropbox It's just white boxes App is no use for me if it won't load my photos,Bug
"It's need an update where u can post a new chapter of your story and where u can upload a cover for the story! >:0
And it keeps crashing!",Bug
"Search engine not complete Searched for house rentals in Healdsburg, CA Having friends there, I know that there are more than 16 b&ampbs Also no results for house rentals in the valley Love trip advisor and use it often on the computer, but this app doesn't provide you with proper search options",Bug
"Can not edit PDF :-(	I just wanna note something in PDF .but I cant.",Bug
"Just ok	For God's sake we need a new icon and interface, seems so outdated!!",Bug
"Good bt not satisfied :(	Can't reply.. no tagging.. please add more features..",Bug
"Doesn't save progress online	Great game except it doesn't save my progress in online mode. I'm smashing fools and still stuck on Rank 11.",Bug
"New update	Great app but would be great if app locker could be turned off from widget and also pattern password rather than numbers or letters.",Bug
"Good camera app	It's a very nice camera app with so many effects except no video recording. Please put video recording with real time effects. it's a good app though.",Bug
I love this app using it for a long time a year works great but started to show wrong stars even after I adjust them with moon it happen after your new update please fix it,Bug
"I was having problems with my Simple Machines forum crashing  while posting so I installed tapatalk. It freezes almost daily, but not before I finish a post. For that reason alone I keep using it. 

Unfortunately it limits my access to parts of the forum that are very useful to me. I cannot search the forum at all. I cannot see who started a thread, I cannot see auto signatures and I cannot use emoticons. Some of my browsing shortcuts are not available. Tapatalk offers nothing near the full browsing experience but it works and that's enough for now.",Bug
"bought the app, worked good the first time, now it opens with just the home page, wont do anything else, disappointed",Bug
Nice going. I loved this app. You could match any face anyway you want. Till I downloaded the update. Now the hue a saturation is all messed up. It was perfect before. Change it back!,Bug
"I use this app traveling through six countries in Europe over a period of three weeks and it was flawless. The off-line option always worked great.
Do not expect this map to give you distances from place to place it will not do that. But once you get into a city if you want to get around, this cannot be beat.",Bug
Love it but it's crashing with the new update!!,Bug
The few times it worked it was an awesome app. Now it's total frustration: takes forever to load and then crashes. Lame!,Bug
The interface works great and mapping is nice :) Only bug I've seen is Facebook integration at times.,Bug
"I listen to it a lot. However, it will once in a while disconnect for no apparent reason. When it disconnects, it will repeat previous transmissions. I would like more APD and less Fire and Ambulance. Great app!",Bug
"I went in and made a playlist, I unselected the group podcasts button so it would go into my list of pod casts so that I could create playlists like NEWS, TECH, etc... it worked for the FIRST playlist created, now it won't work for any of the others I create, it will ONLY allow to select ALL the podcasts... very strange. Please fix.   The ""GROUP by PODCAST"" button is now dead after creating ONE playlist successfully....  I have uninstalled, reinstalled, rebooted my iphone, etc.
Please help... an AWESOME program otherwise.   I just have a lot of podcasts and need to be able to group them... the iPhone's hard installed video app does that for me ... but I really want to use your program vs. the iPhones app....
Please advise.",Bug
Now it crashes and I can't get in anymore. Please fix!,Bug
"Good ap but the usage of activity points does not work. Not shown when the add button is selected. Fix this. Other than that, no problem.",Bug
I'm glad I didn't pay the $10 for this app. Every time I try to load it it crashes. There's a 50-50 chance that I will get alerts. I got the app so i would know about warnings and to help keep my family safe. I would not recommend this app unless they fix all these issues. I want something that will work all the time not half the time.,Bug
The new update doesn't work. Won't even open now. Can't believe I paid for this app!! I have found better apps for free!!!,Bug
Crashes after update,Bug
App hasn't worked in a month. That shows no effort in trying to fix this. You all failed.,Bug
I can't even install it. I am now with out my navigation. This is the worst. Hurry up and fix it and I will change it to an 4 star,Bug
"Does everything I would need a simple weather app to do. Radar is slow to load, but I have another app for that. There's not a lot of detail in the information, particularly in details for upcoming days. The forecast is no more specific than a high and low temp and a picture representation of the weather for the entire day. Nevertheless, this isn't meant to be too detailed, and it provides plenty of info for the current time. My biggest complaint is that the app crashes on startup often. Sometimes it will load the second time, sometimes it requires a restart of my iPad 3rd generation. It's a nice looking app, the kind that you would want to have on your iPad, it just has a stability problem.",Bug
After you edit the photos on the iPad there is no way to move them to the iPhoto app on a Mac. They don't update on the Mac. Please fix this.,Bug
The effects are really cool. Nothing like instagram. But the app crashes every time I try to save. Needs to be fixed.,Bug
The upgrade keeps crashing and I can't even get it to work!!!!,Bug
doesn't load properly on my 3GS with the latest iOS. used to show picture relating to current weather but not anymore. radar map takes forever to load.,Bug
The only thing this is good for is starting documents. If you try to upload your documents from google documents the document is just gray.,Bug
"This once great app is now useless.  Every address I enter fails.  I was a faithful and constant user before the update, now I am searching for another app that actually works.",Bug
"I have the paid $20.00 version. Worked great until update. Seriously, nothing works now. Greens are not tee boxes and swimming pools are not greens.",Bug
"Will definitely download and re-rate as 5 stars when this is fixed. Unusable if you want that option, which is why I give 1 star.  Dont bother putting brown rice in the special secrion as it may be missed.  Great way to order and avoid any miscommunication with staff.  Love the food a ton!",Bug
"I downloaded this app so I could load my physical card and take advantage of the $10 free offer but the app won't open. I've rebooted my phone, and deleted and reinstalled the app. No luck. Was there any quality control on this thing?",Bug
This app was great until the most recent update. Now it crashes all the time. Do NOT download until this problem is (hopefully) fixed!,Bug
It is the best app ever.,Bug
"First off, let me say that it looks great...if I could get it to stay up for more than 5 seconds...then it CRASHES!  The concept is wonderful and the app appears to be very nicely done from a user interface standpoint but it is very unstable.  Big disappointment since I use this for my doctoral studies, major failure in the mobility and convenience categories...0 out of 10 for usefulness.",Bug
I was using the app which seemed great until I noticed it was posting to my fb page even though I opted out. Deleted app because it doesn't give you the option again after the fact,Bug
"Every time I use it, it crashes. If I don't use for 25 days, pinger says they will give away my number. Terrible app.",Bug
"The app is fine but the one thing, (and really only thing you need it for) isn't working. I attempted to pay a bill using the credit card already on file and  after several minutes of ""beach ball"" froze the app. I had to go to the website to pay my bill.",Bug
"This is just do frustrating. Only solution is
Delete and re download app. Then it freezes again on camera launch...! Happened for the last month.
Please fix it then I will
Gladly give all
Five stars...!",Bug
Very fun but the server is apparently not that big for all users. My app keeps getting errors when I try to open it and play where I don't get that with other games. Haven't been able to play all day,Bug
"Very aggravating! First, game wouldn't load, just got loading spinner. Now game will load for 1 play then when you try to play again......black screen, loading spinner! Waste of money! Please fix it!!",Bug
"Ever since iOS 7 update, Dropbox has not worked constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading PLEASE FIX ASAP",Bug
"Since the update, it won't backup to Dropbox",Bug
I have an ipad 1st gen which can not update anymore I want to install dropbox on that device but dropbox can not be installed! I hate it Why not support the previous IOS version? How can we use it?,Bug
My iPad works fine when I open Dropbox But every time I open it on my iPhone 4 is either crashes or it continuously pulls up a messiah making it hard to close It needs to fixed Fast Even after the current update just a day ago it is still crashing on IPhone!! This needs to be fixed,Bug
"I care more about the functionality than the looks, so this review will say nothing about the updated look  There are some major bugsproblems with the update!!!!  I am no longer given the option to 'open in'  This means, I can look at my Numbers spreadsheets, but I can't 'open in' Numbers, so I can't work with those spreadsheets or enter any info on them  Major issue!!!  It makes dropbox completely useless for me     Please fix this !!!!!",Bug
"This update makes it harder and slower to use The icons for different file types all look very similar, which makes it slower to scan through and find the desired file The old version used colors, which made it much faster to use",Bug
"The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes The experience on an iPad Air is one of huge expanses of white or badly contrasting off-whitelight blue and stencil-thin pale icons battling the brightness of it all The spartan look works fine on an iPhone, where there is proportionately less white assaulting the eye with the iPad, however, I keep trying to reduce the brightness of the display, but that only further impacts contrast and legibility 
Also why is it not possible to change names of files or folders??",Bug
"Since they did a new update almost all my JPEG take too much time to open or even don't open I need to save the file to see the photo on my iPhone 

How can I have the old version?????",Bug
HOW CAN I CAN MAXIMIZE THE SLIDE SHOW ?! IT DISAPPEARED  BAD UPDATE,Bug
When I open it crashes my iPad,Bug
Im on a crappy hotel wifi that goes in and out Been trying to download a 1gb file for over 2 days now But for some reason dropbox has not allowed favorited downloads the ability to resume  and instead restarts the download from the beginning every time it fails It's almost 2014 We have the technology to RESUME A DOWNLOAD what's the problem here?,Bug
"It does a poor job at retaining the starred items in memory So I wait a long time for an MP3 to buffer, I 'star' it so I won't have to wait next time But then next time it often has to buffer all over again!",Bug
Needs to be less crazy,Bug
"Music takes 15 seconds to load after you have selected a song ( doesn't matter if I'm on Verizon LTE or Wifi) also, it doesn't play the next song automatically instead you have to open the app, go back and pick the next song in the folder You can't even hit the 'next' button to skip tracks  Please fix these in the next update!

Running iOS7 Same issues on iOS 6",Bug
You can't download any videos into your phone Like come on I don't know why yahoo would do this to me making a deal with Dropbox,Bug
"I typically don't leave support as my feedback, but I can't seem to get a response This app crashes each and every time I try to open it on my iPad 3rd gen I use it often on my Iph5 but for some reason here it doesn't work Please update ASAP so it works again",Bug
"It works on a few platforms but I love to keep changing my phones every couple of weeks and this app is not universal on all platforms They need to release this app on more platforms like newer Windows Phone 8 like Lumia 1020 and then it will be true 5 stars Till then, sky drive wins",Bug
Always loved Dropbox Reliable and handy Newest version has menu problems Can't upload Please fix! Thanks!,Bug
I'm having issues with moving my files,Bug
I install Dropbox yesterday When I start the App the  dialog box ' app wants your location' appears in an endless loop,Bug
I have not been able to use Please fix,Bug
New update doesn't detail what's changed Now the app doesn't work Just a black screen with a gray bar at the bottom Please fix soon,Bug
I get a pop up about push notifications and if I push ok it pops back up again making it completely inoperable I tried changing all the push notification options and it doesn't fix it!,Bug
"This app never installed correctly, I don't see the icon
Nevertheless, it always show up in the App Store under Updates
It always says Installing
I can't update it, can't delete it, can't use it
Only App I've ever seen that does that

ZERO stars!

What a Joke!",Bug
Spent many hours successfully transporting pictures Site then froze when I needed to export All pictures are locked and frozen I keep trying to re- access the app site with no success,Bug
"somethings wrong with the last update
i only can view pdfs once 
after opening for the first time, cannot view them anymore!

the latest update fixed the issue of crashes and also can view the pdfs without problem thanks a lot for your work!  however there is still a problem which is that when you try using the 'open in' option in other iPad applications, and ask to open in Dropbox, the filed just opened shows up in the iPad Dropbox application, but the Dropbox server is not updated meaning that file is not found in the Dropbox folders if you access the folders in a different devicecomputer, etc",Bug
"Downloaded the latest update and now my app has disappeared, and the App Store won't let me download it again",Bug
I can't open the goddamn app,Bug
I can't open it on my ipad 3 Help! Crash! Crash! Crash!,Bug
"Thanks, Dropbox  Here I was, thinking Dropbox is one of the greatest inventions since sliced bread  One update, and I can't access my files or photos on my gen 3 IPad  I know it is Presidents' Day weekend, but can someone fix this please?  Maybe you are enjoying time with familysure would be nice to share pics with them",Bug
Cannot open any saved files,Bug
"The automatic upload feature is ridiculous as there is no intuitive or easy way to stop it  Also, the delete function is confusing and should have some sort of dialog box informing you that you are about to delete a photo on your ipad, not just in dropbox interface, and ask you to confirm that you want to do this  My wife tried to stop the automatic upload and hit the delete prompt thinking that may stop it  We now lost photos of our newborn which we cannot recover  Thank you Dropbox - you just lost us photos we will never get back!",Bug
The latest revision (as of 10 January 2013) loops endlessly when trying to upload a 411KB file  Had to email it to move to another device,Bug
"Update, EN performance has improved considerably (from 2 to 3 stars) since my last review, however the app remains pretty buggy It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words I am borderline thinking of going premium, but also keeping an eye for alternatives Note, some of my problems may be related with some incompatibility of iPad2 with iOS7

Previous review,
After several months of daily use, and building about 1K pretty intensive notes, I was in the process to put a serious long-term commitment to EN- but I've had to seriously rethink this after the problems with the last upgrade The problems I've experienced are not as severe as what others are reporting Mine have been mostly with the iPad 2 version, while the desktop version w MacBook Air has continued to work OK 

On the iPad things have actually improved quite a bit over the past week, in terms of less freezes, when trying to do a search- so for me it is wait and see, to see if EN can get it together The searches have also become less efficient and clunky in all iPad &amp Mac desktop versions I am still working on EN, but will also be on stand-by, and looking for possible alternatives

I don't have many concerns w the new design, as others do-- but I do hope that EN programmers can stay focused on the real issues",Bug
"I love Evernote and have become very reliant on it, one of the apps I can't do without however I am without it now because it crashes on open and will not open on iPhone  DO NOT load the Dec 12 update!  Evernote please fix",Bug
The app has been unbelievably buggy since the last update Cannot trust using it on iPhone (only desktop and iPad),Bug
Brilliant app but crashes on iPad and iPhone,Bug
I dislike the latest version My notes randomly disappear They are listed under the wrong name (usually by the one that is actually above it) I LOVED the version prior to this one This version is making me lose my confidence that my notes are actually being saved!,Bug
"Evernote is an excellent and indispensable service in my life I'm happy to be a premium subscriber

The mobile app, however, seems to be getting progressively worse The latest version is clunky and buggy Not to mention that 'announcements,' which are essentially ads, now occupy the app's prime real estate If there were an extra-premium subscription that would let me hide those and focus on my work, I'd subscribe!

I love the document photo feature I use it daily In the latest app iteration, though, this feature causes a crash Arg!

I'm an Evernote evangelist, but I honestly could not recommend this mobile app

???
ORIGINAL REVIEW
Thanks for your hard work Happy to be a premium subscriber

Only suggestion add ability to copy note links",Bug
"I really wanted a note system I could trust, but Evernote just lost all my notes on the upgrade",Bug
It seems Evernote did not understand the spirit of iOS 7 The design seems flat for the sake of flatness Usability has been thrown out the door It's very confusing to use the app Simple actions are painfully slow,Bug
"Okay Evernote, I hope you are listening You had a great idea But 'note' should not be in your name Call it Eversomething The text formatting makes it virtually impossible to create a note with any form of rich text, bullets, numbered lists, indentation, etc Maybe the underlying code base or architecture makes it difficult to create rich text with proper formatting I don't know, but until this is fixed it is not useful And man I've really tried to like Evernote The synching ability among so many platforms was great But I have to go back to OneNote now Who knows if you will read this But I really wish you would understand this huge weakness in your product And I have done a good amount of googling around to know that I'm not the only one around wanting better text capabilities Please fix this I really want  need a proper Evernote!",Bug
"The search function isn't working and I have to sign in every time I open it Evernote needs to fix this Other than that, I love Evernote",Bug
"Was just beginning to trust this app until 7 update Quit working for all practical purposes
Will watch for patches and post an updated review I really was wanting this app to be effective They have some silly new process to sell post it notes Not!",Bug
"?The highlighting of words works but the menu that pops up to copy, cut, paste etc Won't stay open long enough to be used
?When placing the cursor over text when the keyboard is open makes the text jump every where but where you want the cursor to be",Bug
No notes showing up All the notebooks are there but they are all empty Boo,Bug
"Seems like the Evernote religion has passed me by Perhaps there are handy tools that I am missing trainings that are obvious to all but me But, really! The notes, bullet points, spacing, numbering all fail when i transfer to Word and other systems The resulting formatting problems take longer than just starting over and retyping notes I also find that the left column flickers and the program crashes at every other use About 1 in 4 syncs give an error message 

All that aside, I like calling up notes on my phone, ipad, and desktop (almost) whenever I want If this problematic version is intended to induce me to go for another version, it doesn't In fact, if this version were more solid, I'd be tempted to buy the upgrade",Bug
"When this app worked, I'd give it 4 stars But shortly after having it I got several errors about inability to sync And then I couldn't open all my notes And now it says trouble reaching evernote server Btw the solution to that 1 (after I tried reinstalling and rebooting) is to log in using user name instead of email (or vice versa Whatever you're having a problem w try the other) But annoying this happens at all 

If it works for you, this is a pretty good app to help you keep all those notes you scribble down and email yourself in 1 place",Bug
"Today's update, dated March 1, 2013 is horrible!  Every single time I open up the App, it defaults to the 'Updated' view of all my notes Then, when I select either 'Title', which is how I REALLY WANT to organize my notes, in alphabetical order, or I select 'Created,', the App immediately crashes and closes  I have tried this over 50 times! I tried rebooting my iPadno to avail  I tried deleting the App all together, and then reloaded it, but still the same problem!  This HAS TO BE FIXED ASAP PLEASE!!!!!!!  I can't effectively use my notesit's too much of a hassle to try to look in each month for a note created, and even each month is not in alphabetical order  THERE IS NO RYTHME OR REASON TO THIS UPDATE!!!!  I have always been one of your biggest advocates and proponents  If this bug isn't fixed pronto, I will have to delete Evernote permanently, and use a different App!  ARGHHHHHH!!!!!!",Bug
"I was looking for the longest time the save (Favorites feature) button until I noticed that it only appears when iPad is hold in vertical position (upright) This was so weird I usually hold my iPad for trip advisor in horizontal position (sideways), so the button was nowhere to be found? I hope that the tripadvisor fixes this UX usability issue soon",Bug
Was an excellent app  Now crashes on iPod touch since last update  Won't open at all Please fix asap!!,Bug
"Locations on maps are incredibly inaccurate Sometimes it's only a few blocks wrong, or maybe a mislabeled street, but I am seeing much worse locations outside of San Miguel de Allende are shown within the downtown area Want to golf? Go horseback riding? Come to the historic Centro, where it is mapped but doesn't exist The most funny in accuracy is the pyramid supposedly a few blocks from my rental house

Next problem, related to this is the 'Near Me' function First, the app couldn't find me Instead, it thought I was in a town two hours away and showed me attractions for that town When I dragged the map to the town I am in there was more of the map craziness, but even worse The few locations that were accurately mapped now shifted to within a block or two from my house

Lastly, the new version is less functional than the previous version And it's a lot less functional than the website

Bottom line is that I am deleting until at least the map issues get fixed I am definitely unhappy with this version",Bug
"Most of the hotel reviews, especially from poor hotels, are fake and most likely posted by employees Notice how after a negative review is posted, it is invariably followed by several glowing reviews And because TripAdvisor is paid by the hotels listed on this site they will remove negative reviews if pressured by the hotel",Bug
I love this app It helps me a lot when I'm on the trip but one thing that makes me mad that when I click to see the photos It's only show 1 pic and I got stuck I have to delete the app and redownload it again ??????,Bug
Unable to save forum posts that are the most useful suggestions when out on a trip No Saved Trips that you personally put together to assist you when out &amp about with your mobile What good is that? Not many will find a wifi and open their laptop,Bug
"Then you have to go back to search, and zoom in from a global view Buggy",Bug
Lag! Very Laaagggg! Please fix it!,Bug
"Failed to upgrade	I couldn't upgrade to the new version, had to delete the app, now I can't install it again",Bug
"Error report	Not ok",Bug
"New updates force close	Please fix This new update causes the app to stop all the time and it's irritating Please fix and I'll go back to five stars",Bug
"Update issues!	As soon as this was updated it will no longer give me accurate search results! Please fix pinterest!",Bug
"Great app	Occasionally freezes or has errors loading & pinning  I have also had issues refreshing feed at timesbut otherwise great app",Bug
"Confusing	If you have never used Pintrest it is confusing Now they have a new mapping thing that you have to say if you want to use every pin Also pops up for you to rate it at every log in so save yourself the annoyance and rate it right away",Bug
"Keeps telling me to reset my password,because it is in safe mode,but will not send me the email to do so!",Bug
I'm loving it  Mind you it does keep freezing up,Bug
"Bots?	I would rate it higher i love the app but it says there are bots on my network and i cannot fix it",Bug
"Why run at startup??	Asking for unnecessary permissions Also I do not want the app to run at startup! I would rather uninstall this",Bug
"Fck	Fix this cause always error",Bug
"Please fix this	Idk it uninstalls in my phone automatically And I ha e to download it again n again",Bug
I have a factory refurbished older iPad and it cannot run IOS 7  Can't you make a 'legacy' Dropbox app available for those of us that don't have brand new equipment?,Bug
"Older versions of this app used to allow me to preview word, excel and pdf documents While the preview pane is still there the app just tells me the file name and size and does NOT display the content Completely useless",Bug
It's way too slow!! Loved this app Then I updated and its like a flipping sloth Ugh!! FIX PLEASE!!,Bug
"Can't open the apps	Whenever I open the apps it shut down after few seconds. I tried uninstall and reinstall, and its the same. It was ok before the last update.",Feature
App runs too slow!!!,Feature
"This is a great app. I've used ODB on my iPod Touch and then my iPhone before I got an iPad 2. Each version is more refined. I like the way that the app remembers my choice of Bible version (currently 'The Message') when I tap on the Scripture for the day. This isn't the case with the iPhone app. One always has to change the version from the default.

There are a couple formatting issue suggestions:

1. The poem at the bottom of the page is almost never formatted like the online website. It would be nice if the lines were stacked and not simply strung out in a row.
2. One of the things I've always enjoyed are the cover photos. The cover for the current month shows in the upper righthand corner, but there is no way to enlarge it. One would think that a simple double-tap could bring up the cover art full screen?
3. When traveling I don't always have a wifi link, so having issues cached is nice. In those instances I simply use my Bible app (or print version) to get the Scripture for the day. I don't expect (or want) ODB to cache the Scripture from Biblegateway.com on my device, but it would be nice if there was a way in the app set-up to direct the ODB app to my Olivetree app onboard for the Scripture of the day. May be too difficult for what is already an elegant app.

Keep up the good work!",Feature
"I listen to it a lot. However, it will once in a while disconnect for no apparent reason. When it disconnects, it will repeat previous transmissions. I would like more APD and less Fire and Ambulance. Great app!",Feature
Easy to use. I wished it was able to determine what hole you were on.,Feature
I would of given it a 5 if I could pin on Pinterest from it.,Feature
"Developers nd attention here.	Aftr processing the quality of the picture gts dampened or turns bad... need to fix ths all",Feature
I just wish it would notify me if I go below a certain dollar amount,Feature
"Keeps auto-deleting every 3 days	This app is quite nice but ever since the last update it keeps auto deleting. I have re-installed it thrice including today. That is just wrong!",Feature
"This is a very useful and helpful app In my opinion, the only thing it's missing is video handling You can add pictures and audio to your notes, and I think you should be able to add videos, too",Feature
"Wont load	I have been playin this for few weeks now all of sudden it wont load",Feature
"Slow.Buggy	It takes more than a minute to open a file which is opened within 10 seconds in polaris office-Tab 2-3100. Needs speed improvement. Edit: It shows only a blank white screen when we try to open some .doc files!!OMG Developers! I hope you have tested the file which I have sent to you.",Feature
"Crashes since update	Crashes whenever I go to the purchase coins section. Purchased coins but they dont show...",Feature
"Dropbox is a great service However, when I use the camera upload option in iOS 7, it only uploads the original photo and not the edited one Otherwise, I'd rate dropbox as 5 stars",Feature
"I have Day One on both my iOS devices, and my Mac. It just works beautifully, seamlessly, and smoothly.

Add simple photo function, and you'll rule the journal app world. 

Five star!",Feature
"Seems fun	This seems like a fun game but keeps crashing whenever it goes to a new screen. I think it takes to much ram.",Feature
Love this game. But since the update it crashes every time I sink my first battle since update. I'm on the galaxy note 2. Please fix and I'll go back to 5 stars,Feature
"Problems	I signed out and tried to sign back in later and it says i have no pages to manage.",Feature
"Can we get push notifications for other things being shared, besides just folders My bf is a photographer, he often sticks photos in our shared folder - would like a notification when things arrive (I do have them turned on but never get them)",Feature
"This app is awesome and makes recording everything so easy, the only thing I can request is to make it compatible with iPads!",Feature
"I also like WW Kitchen and often add my own recipes. It would be great if the two apps were integrated so if I added a recipe in WW Kitchen, I could pull it up in WW Mobile.",Feature
If we could create docs inside the app that would be great,Feature
"Not good now game	Game freezes don't know why please help can't get out of game",Feature
"It's super easy to copy pictures to clipboard or even save them to your phone, but why can't I download my videos?",Feature
"Sucks	Forces close when trying to post on instagram",Feature
"Nice update but still crash sometimes	New updates now just fine...but still crashes sometime while playing especially at chapter 5 while fighting man o war on storm weather...force quit to home screen~ hope for the fixes",Feature
"No sound.	Google Nexus 7 2013  This is a 5 star game, otherwise. Fix the sound so I can change my rating.",Feature
Great app for news on demand. No wasted screens to navigate through. Would give it 5th star if there was a button to close the app. Love NPR!,Feature
"Native crash when selecting the new ship	Update: they fixed the 0 of 0 issue, but app got native crash when selecting the new ship... Pros: nice graphics, beautiful ocean simulation. Cons: no immersive mode for 4.4 devices, the game is a bit short and game mode/event is too simple, the battle gets a bit boring after a few hours.",Feature
"Ruined by DRM	I tried to play it, but all I get is, 'Can't Access License Server"" - really?  DRM is destroying games on my mobile devices too??",Feature
I love these quotes. Only wish the quotes could appear in my notifications area. I'd pay for a full version!,Feature
"Great information is available  Wish maps (locations of newer hotels were updated more)  Also would love to have an individual resort map of all the resorts available to view  Would be great if age of property and renovation dates were included for hotels, too",Feature
"Black screen on nexus 7	When the race starts the screen goes black. Can't see car or the track. Please help.",Feature
Game keeps crahing on me please fix.,Feature
Cool tool. Works fast. Smooth. Boring backgrounds. And it would be mice to be able to it the compass rose for a better look. But all in all very nice app. Thanks.,Feature
"Sony xperia sp	Sony xperia sp native resolution not supported",Feature
"It would be good if....	It eould be good if the focus wasn't screwed up. Works fine on all the other camera apps except this one.  Focus set as macro acts like its set on auto, set as auto it acts as macro. And forGET it if its on night shot.",Feature
"After the update, this game crashes after any battle.	Please fix the problem!",Feature
"Best gr8	Like it nice good job plz add more frame for free pack",Feature
"Needs ART support	Game was just updated today and still doesn't support ART runtime. Opens to main screen then force closes. Works fine on dalvik, but it is the only app I have that doesn't work on ART.  Once this problem has been addressed will update review and rating.",Feature
Simple enough to use and I love the recurring transactions. No more forgetting and figuring out how to balance my checkbook every month. The other reason I got the app is because it can export to Quickbooks although I have not used that feature yet. The reports are great. Would love to be able to have main categories and sub-categories. That's the only thing missing in my opinion to make this a truly robust stand-alone financial management app. Keep up the good work!,Feature
The app drains your battery cause it uses your gps all the time,Feature
"Takes the translation rather literally. Most languages other than English don't say ""what's your name"". If they could add a common phrase translator function then it would be just that much more accurate",Feature
"I have already submitted a review when I first downloaded stating That this App is the best. Well, yesterday it proved itself. I have a health condition and yesterday I had to go to the hospital. I just emailed myself my list, printed it and was able to give it to doctor. Even the Nurses and Doctors were impressed. 

There is one thing, however, that I think would make this App even better. Add a COMMENT Area so you can write comments regarding yourself or the medications or whatever.",Feature
"Worked great at first...	Worked great with the scheduling feature for a while... Now it says for me to check my connection and that an unexpected error occurred. I tried it on both wifi and 4g. I also tried restarting the phone and uninstalling and reinstalling the program. No help. I have a ZTE Avid.",Feature
Its amazing The only thing to make it better is to have the ability or export videos to your camara roll,Feature
"Annoyed	I would like to log in one time and it stays logged on. Also my camera would not work on here but it works fine with my other apps.... need to fix asap.",Feature
"Very slow uploading, and poor background uploading ( does it really need 3h to upload several megabyte video over 10 Mbit internet ?",Feature
"Overall fantastic.

The UI is a little clunky, and things like tapping in the golf ball icon to measure club distance were a little tough to find. It doesn't look like a button.

Wish I could view the clubs and look at their performance without starting a round.

Statistics could use some work as well. The charts while fairly easy to read seem disjointed. 

Needs a better social aspect.",Feature
"Good when it works, but annoying when it plays up	Getting fed up of having to uninstall because it doesn't allow you to work on a new picture....",Feature
"Widget problem	There are problem in widget after some days widget gone and not show in Widgets bar",Feature
Hope it had whatsApp to sms though! ,Feature
"Can't read exel file correctly	After updated yesterday. I can't read the exel file correct as original. Please help.",Feature
"It needs a few things like some more cheats and another game mode:Zombies or instead just call it ""walking dead syndrome"" superb app, though",Feature
"Please fix the syncing issues with the iPad app Currently have to re-login to get files to update Allow users to force a sync! Trying to automate it would be good if it worked, but it doesn't",Feature
"Video call camera	Please fix camera for video call on Galaxy Tab 2 7"", receiver see me upside down..",Feature
"I use this app for completing my required expense report. Stores pics so you can return to them, pics are super clear. I'd only wish for a two per page option as the scans come back a full page. Overall, only $2. Hell of an app.",Feature
"Please fix this	I still cant download it..",Feature
"Poor !	Why it doesn't work? I've captured my face then it shown processing but nothing happens and keep returning me to the camera. Please fix it . I'm using galaxy tab 7.0 plus",Feature
Do you when you go to the sampler and you try to record a song. And then you make a mistake in the song and doesn't sound as good. Can you try to make that update?,Feature
Great app. Just need a more accessible speaker button.,Feature
"New Update Is Rubbish	Its now really laggy and slow when going into the filters,  for manual focus, for turning the flash on and off, I much preferred the old interface - samsung galaxy s3 mini",Feature
"So slow loading at first	Buggy new update",Feature
"less then 1 star	Downloaded and not been able to play yet as keeps crashing and closing",Feature
They should add the function to buy Starbucks gift cards via iTunes store. I wonder if they'll add that when iOS6 comes in with passbook?,Feature
"zzzz	keeps closing/crashing losing all my work zzzz FIX IT!",Feature
"Not working.	I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update.. then when I try to download update, it says Update cannont be completed. Error. Fix and I'll change my rating. Or advise me what to do.",Feature
"Great app, only one suggestion, it would be great if it allowed for daily flow values.",Feature
Great app! Works great with my playlists! Wish it worked with Pandora! Definitely not worth paying for the pay version of C25k because this up to date.,Feature
"Would be nice to have a grid view of photos other than just the auto upload of camera roll Also would be nice to rename files

My last review still not fixed This app doesn't support mobi file uploads Would be nice to save my mobi files",Feature
"Buggy app broke by update	Another paid app fail.  Edit: back to 1 star again! Now crashes everytime a battles won.",Feature
"hanging the phone	it is hanging the phone so that I must 2 restart>",Feature
"Glitchy	Would never load my new emails. Switched back to native email client on my Note II.",Feature
We should be able to do text documents! (,Feature
"When I put things into my dropbox folder on my desktop, I can find files by date modified, by name, etc  The app has an incomprehensible and un-modifyable sorting function  It's almost impossible to find files within the app  Once you find them on your phone, I believe you can 'favorite' them  But the challenge is to find them",Feature
I hoped the update would bring back the 'open in' option but it didn't Importing files into other apps is a major pain now Why was this option removed? Please bring it back,Feature
"Didn't work	Ive been trying to download this game for a week and it will not load at all disappointed because it looks like a great game",Feature
"It's ok	I'd give it a higher rating,  but I have a small problem. My problem is that I've tried to more than once import my bookmarks from Android and it keeps crashing. Please fix. Thanks.",Feature
Please include the option to view thumbnail larger while viewing in the photo folder,Feature
"Wonderful but	Could be better if all tools built-in and not depending upon the network connection",Feature
"awesome	bt plz increase the size videos that we send",Feature
It just needs to play the next song after one ends and it will definetely get the 5 stars,Feature
Great app - beautiful layout But I wish saved items could be viewed offline!,Feature
I love iTunes U! Would be awesome to archive courses so they don't show on the bookshelf but can be accessed later.,Feature
This would easily be a 5 star app Best idea ever  But it loses 2 stars just because I have to download one photo at a time This is a huge inconvenience,Feature
